"","text"
"55","I wanna see the new Dumbo movie now that I read the reviews saying its super depressing and sad and I'm so ready!!"
"56","More excellent #Dumbo posters by @PosterPosse artists @jeremy_pailler @LST_MIND @AdStothard @PAIDesign"
"57","It's good to know one of us is going to use the word ""good"" without using the word ""not."""
"58","irene went to see dumbo..... I hope she sees how cute the elephant is and doesn't wanna fight when we call her dumbo now"
"59","the way irene calls dumbo “that guy” as if she has some never ending beef with him <U+0001F62D>"
"60","Soooooo I'm trying to see dumbo

Who's trying to go see it?"
"61","I want to go see Dumbo and cry"
"62","i’ve seen more people making fun of dumbo advertising than ive seen actual dumbo ads"
"63","Can’t wait to watch Dumbo tomorrow<U+0001F418>"
"64","@KrishnanRajago4 @arunjaitley He is talking about when his govt dumbo"
"65","things i love: Tim Burton and Animal liberation. Dumbo was great"
"66","someone come see dumbo with me pls and ty x"
"67","I had so many thoughts on Dumbo that I'm considering making a YouTube channel just to talk about it"
"68","@Thathigga What if you have really big dumbo ears ....."
"69","Dumbo is the best live action disney remake period !"
"70","If you’re thinking of going to see dumbo, don’t"
"71","Just finished watching Dumbo. It was good but the cruelty in it made me really uncomfortable. (Yes, I know they weren't real animals but still)"
"72","Dumbo wasn't even enjoyable because I cried so much I literally had to run out of the cinema to take a breather at some point fuck my over emotional life"
"73","Dumbo wasn't even enjoyable because I cried so much,  had to run out of the cinema to take a breather at some point"
"74","@sarasymbiote @Gods_nerd @The_Spore666 Also those are literally just hoods

It’s part of the costume

This man is a dumbo"
"75","Dumbo also reported...

He doesn't need to hear from 40 year old white polar bears about his animated time, as it wasn't meant for them...

But this doesn't mean he hates white polar bears...

Did he mention... He doesn't hate white polar bears...."
"76","Dumbo also added he needs no love interest in his film as he is a strong, independent elephant..

Disney has released a comment that Dumbo is the most powerful, flying elephant in the Disney Cinematic Circus Universe...."
"77","News update from Dumbo...

Dumbo wants more diversity at his press conferences.

He's fed up of seeing too many white toxic polar bears...

He wants more giraffes, donkeys, and flamingos...

He's also getting a gofundme set up to send young elephants to see his film."
"78","The ending of the new Dumbo has made my heart full <U+0001F496>"
"79","@bobby_baseball @UnplannedMovie @Dumbo @UsMovie @FiveFeetApart @Twitter Even better, they passed @PPFA in total followers now!"
"80","Now that #March is officially over, here are the top 5 films of #March2019. 
#1: #CaptainMarvel 
#2: #UsMovie 
#3: #HowToTrainYourDragon3 
#4: #TylerPerry's #MadeaFamilyFuneral
#5: #Dumbo 

What did everyone see this month? Let us know in the comments!!!"
"81","Ramadan coincides with the Christian calender around the first week of May this year and Muslims around the world are observed in prayer and fast Agrabah being a Middle Eastern city. The trailer #Aladdin was shown at the screening of Dumbo and it looks really good"
"82","@AdamJoh91263469 Hi, thanx for liking and retweeting my tweet, #Dumbo @DannyDeVito was on my list of movies to watch this year and I have grown to like the movie since watching. I don't know what it is about the movie that got me to like it. I do like it."
"83","@HillaryMonahan @HildieTallgem Honestly, I had NO idea they were redoing Dumbo. <U+0001F937><U+200D><U+2642><U+FE0F>"
"84","@JimHillMedia @Variety Whereas even though people thought Dumbo had potential, once early screenings rolled in and they were lukewarm at best, combine that with an audience that wasn't nostalgic enough for Dumbo and you see the numbers you have right now. (cont)"
"85","@JimHillMedia @Variety I predicted that Dumbo could have been the surprise hit, Aladdin the tepid one, and Lion King the best one, but now I feel Aladdin could end up being the surprise hit since people, even with far better footage, are beyond adamant with it. (cont)"
"86","@JimHillMedia @Variety The article had the same reasoning as I did; while Dumbo is a beloved character in the fandom, he is not as popular or as relevant. And even though you can be cynical and say that remake fatigue is finally hitting Disney fans, not that even the loudest of (cont)"
"87","I can't stop thinking about Dumbo since last night. Such a complicated, subversive, moving piece."
"88","I thought the Dumbo movie was cute, but it ruined Colin Farrell for me.<U+0001F629> I’m going to have to watch S.W.A.T or fright night or any of his other movies. The fake cowboy accent.<U+0001F922>"
"89","@joeycsims It's a good day for gumbo, actually, it's freezing out there. Maybe Dumbo, then gumbo."
"90","Such an exciting and fun project working on @Dumbo  through @PosterPosse and @DisneyStudios ! What an opportunity for this Northern Ontario boy! <U+0001F4AB>"
"91","Went to see Dumbo tonight.. I've cried during the whole movie. Tim Burton is just the best when it comes to picture the different and the outcasts. Magical movie. I'm in love <U+2764> #dumbo #disney @Dumbo"
"92","This. And they doubled down with Tim Burton."
"93","@karlcomptonfans @talkSPORT @talkSPORTDrive Adrian Dumbo your beloved The Ranger's lost 2-1 and all you do is attack our Captain with your mealy mouth word's!Your hate of Celtic show's"
"94","@rachelfaith97 Agreed. Can they make the cg Dumbo convey emotion the way the animated Dumbo does?"
"95","I really really want to see the dumbo movie <U+0001F62D>"
"96","@tommy_k77 The movie Us, Dumbo"
"97","The very things that hold you down are going to lift you up. – Timothy Mouse, Dumbo"
"98","Watch the hell out Dumbo. Next time I see you, there’s gonna be two hits. Me hitting you, and you hitting the ground."
"99","@flex_lm @nite0wl not going to lie, that's a pretty good one.

But dog_rates and dumbo. FOR SHAME. :("
"100","I was about to watch dumbo last sunday but it was fully booked so we ended up watching eerie instead"
"101","I’m reading reviews for the new @Dumbo movie &amp; it sounds just like @realDonaldTrump ‘s “presidency.”

This critic said, “There’s a lot going on in the movie, none of it entirely coherent...”

#FollowBackResistance 
#Resist"
"102","Under why reasons my sad ass will not be seeing it."
"103","the world needs less cole and more dumbo , dumbo"
"104","@ERJgames Does Dumbo talk for sure? Yes or no? Fate of the world rests in your hands."
"105","@Bandygrass @IvanDashSmith So Dumbo is a silent protagonist like the character in GTA 3."
"106","The first thing they should've done when they found out Dumbo could fly is put that animal in a fucking diaper."
"107","The rate dogs guy is shilling for dumbo instead of woke films like Ex Machina. Classic"
"108","who wants to go see dumbo"
"109","@Dumbo My congratulations !!!! <U+0001F49A><U+0001F49A>"
"110","@Dumbo I love this song!!!"
"111","Yes <U+0001F4AF> But also remember that this happens to REAL HUMANS at the border. #ZeroTolerance"
"112","deciding to give up art and music and gamedev to become a gimmick account and sell out to advertise for the dumbo movie"
"113","@RealBobMortimer go and see the new Dumbo - there is a very subtle version of the @AthleticoMince South African in it."
"114","My eyes are filled with tears just thinking about it. Hard pass."
"115","@Reece_Lively @spidey_squad @EvanFilarca Ok, but i still want to see Dumbo"
"116","@Zebastian_D The people that grew up watching dumbo are adults now and Noone wants to be subjected to the tears that movie brings <U+0001F629>"
"117","Like guys.....original Dumbo was animated......guys I hate to break this to you but the only anything of color in the original were the crows, are you saying you wanted Jim Crow to be in the movie"
"118","@DavidLammy @facebook So imagined  'white nationalism' is evil and dangerous without any proof? This man is the biggest dumbo yet."
"119","Wow, it looks as though Fishermens Friends movies has grossed £4.8M in just two weeks! Fantastic achievement. Global distribution results should be interesting then.
@Fishy_Friends @FishermansFilm"
"120","#Dumbo Rotten Tomatoes score (52%) is surprising, I could have sworn I saw multiple tweets calling it magical and Tim Burton’s best film in years."
"121","Really enjoyed the @Dumbo movie tonight @Everymancinema with the niece and nephew,the smile on my nieces face seeing Dumbo fly for the first time,priceless <U+0001F44D><U+0001F3FB>"
"122","me and my stuffed fren sebastian. are heading to the movies. because there's a very special film. about an elephant named #dumbo. who looks just like sebastian. and is almost as magical #ad"
"123","Well I watched the new Dumbo and I can't believe they nicknamed him ""Big D""..."
"124","now that i think about it i’ve never watched dumbo myself"
"125","@RiviasHunter of a wonderful story. Dumbo is one of the best while also one of the most unappreciated stories. It shows although we are different in many ways. We are all important in all ways. Sorry for going a little deep. I just love the story of Dumbo."
"126","@RiviasHunter Dumbo I have seen the animated classic. I am going to see the live action. You have to remember in all great stories that are played, or even read in books. Their is happiness along with sadness. You have to have opposite to enjoy the true meaning"
"127","Pooh and dumbo"
"128","To all the big kids out there that love Disney 1000% recommend dumbo !"
"129","Was watching Dumbo in the cinema and Patrycja whispers over to me “it’s so fake” um yeh didn’t think it was gonna be a real flying elephant"
"130","@LisaMei62 I am so sick of this deep state clown, it’s time to take these people down for the treasonous acts they committed, Right Dumbo."
"131","@farleyxbenoist So did @Lenod !!!! I would take dumbo with me if I had one. PS: I took paddington to the cinema with me to see paddington."
"132","Disney exec: Let’s take the saddest film in our vault and make it MORE REALISTIC."
"133","@not__vee @WhyIsChester so where does that leave another Disney film like DUMBO, which is underperforming and has been shrugged off by critics?"
"134","Also I am not ready for this @Dumbo movie... the trailer alone makes me cry."
"135","@RyanRibbity LJNKFKKHGH, If it weren’t for the dumbo, I would be fine with this"
"136","@RiseFallNick I had a feeling audiences would get tired of these remakes eventually.
I still believe Lion King will make billions but after that they don’t have much catalogue titles as revered as that film.

Still with how Dumbo opened, it’s clear the novelty of these remakes is growing thin."
"137","@eScarry Eddie, You don't want the mess that is coming, repent dumbo."
"138","I love children movies (*<U+0E05>´<U+02D8><U+0E05>`*) I just watched wonderland park xoxo now dumbo I’m so excited it starts shortly!"
"139","is #Dumbo as bad as everyone is saying? I wanted to see it."
"140","Does the new Dumbo movie have the same psychedelic scene as the original film? That is essential to the plot and the mood of the film."
"141","So you're that guy haha cutie"
"142","I’ve just watched @Dumbo ... wooooow It’s very sad and very beautiful as well.. I must say.. #ColinFarrell stole my heart once again <U+0001F927><U+0001F60D><U+2764><U+FE0F> and Dumbo is so cute <U+2764><U+FE0F>"
"143","Buzzin to watch dumbo tomorrow with ma boyyyy"
"144","Just so emotional rn and seeing dumbo wasn’t a good idea<U+0001F62D>"
"145","a Powerful Observation by karen han"
"146","I must see very special movie.. Flappy elephant.. Oh #dumbo you are jus like me.. my smal friend.. Elephatn.. Buildings collapsing and blowing up"
"147","Also the racism. Dumbo begins with racism as the faceless Black men build the tents and ends with a Crow named Jim singing ""I be dun seen bout everything"""
"148","Such an incredible and tear jerking movie! I loved every minute <U+2764><U+FE0F>"
"149","@Jo_Osmond @EddOsmond @DannyDeVito @MichaelKeaton just got back from watching @Dumbo absolutely amazing!! Has to be my favourite film ever can't wait until the dvd is released already pre ordered dvd before saw the film"
"150","Still need to catch #Dumbo, I'll always give Tim Burton a watch, plus some people's readings of the film (positive or negative) have me more intrigued. What with that, #PetSematary, #Shazam and #WrestleMania35, and work of course, I'll have to plan this week out I reckon."
"151","Only on theaters!"
"152","Hmm... I'm not so sure about Beauty and the Beast. Totally up for a The Sword in the Stone version, though!"
"153","Dumbo is truly a magnificent piece of artwork and Tim Burton is truly the gift that keeps on giving"
"154","im bout to just say fuck it and go see Dumbo by myself"
"155","Currently in the cinema watching Dumbo and it’s so bad I can’t believe I paid 15 euro to see this shit in IMAX fuck Colin Farrell and his shit American accent"
"156","@Disney I couldn't be less interested in this film, truly. I am seeing Dumbo tonight and thus far enjoy most of your live action adaptations, but there's an over-saturation and their congested release schedule don't make it something to look forward to."
"157","Seeing three movies this week. #Shazam #PetSematary #Dumbo"
"158","Idea for Disney: Instead of live-action versions of old animated films (""Beauty and the Beast,"" ""Dumbo"") everyone has seen, it should make animated films of its live-action films that no one remembers, like ""The Happiest Millionaire"" and ""Superdad."""
"159","Going to the movies to see Dumbo out in Cali tonight and then 2mrw Disneyland Park <U+0001F44D><U+0001F3FE><U+0001F642> #anaheim #calivacation <U+0001F334><U+2708><U+FE0F> I’m taking a #palmtreeleaf home b4 I leave back to Boston Sunday idc <U+0001F606><U+0001F602><U+0001F642>"
"160","@FrankPa97450365 @CineplexMovies Probably tomorrow. That's been the rumoured date for a while and it kind of makes sense that they'd go up after Dumbo's opening weekend."
"161","@yeeyee869 @bewyldbeks @ReadMoreScience What counter examples? That you and the people you know had classes? When states and school districts can deny are allow denial of classes by parents. Not to mention most catholic school parishes don’t have them at all. The system OVERALL is fucked, big picture here dumbo"
"162","Disney needs better promotion with Dumbo...they gave it a good ending. The song, Baby Mine has always touched ppl. when hearing it...need to play it more."
"163","@anthonysthots @Disney I watched Dumbo and was unimpressed, animation was better."
"164","Maybe I’m vegetarian because of being traumatized by animal deaths in Disney movies. They molded my mini empathetic soul into who I am today."
"165","@senedjem 1000/10 would rewatch #dumbo<U+0001F418> then crawl out of burning wreckage and strewn carcasses"
"166","It’s reported, Mueller investigation was suppressed for 8 months, prior to 2018 elections, giving Dumbo-Rats platform against PT&amp; Republicans to win 2018 House. Anyone participating in this crime, “Obstruction of Justice,” delaying “NO Collusion” outcome be prosecuted to the full"
"167","Did you catch a new film over the weekend? Tell us what you thought of #Dumbo #UsMovie #FishermansFriendsFilm #CaptainMarvel in the medium of a Four Word Film Review and tag #fwfr #myvue to be in with a chance of winning a pair of complimentary tickets!"
"168","@vuecinemas Family entertainment, childhood memories, beautifuly made, inspiring
<U+0001F418> #Dumbo #fwfr #myvue"
"169","The dumbo movie was alright, I loved the song “Baby of Mine”  and some of its ideas, I love the mermaid girl and dumbo was just the cutest thing"
"170","Dumbo was sad.

Leave that nigga alone. That’s why he can fly and about to get all the bitches."
"171","@ashlae_nikoal @Jamie221b No pink elephants? I AM SOLD.

I hated the original Dumbo as a child. I had horrific nightmares about those pink elephants, and the crows creeped me out. But the more I hear about the live-action one, the more I want to see it!"
"172","@SuzanneWinland Just went to see Dumbo this last weekend...I cried like 3 times.

I am SO tired of human asshattedness.  We really dont have to be the most cruel and vile of all of the earth's imhabitants.

Really
  We dont"
"173","So... I have no interest in live action Dumbo.

Am I alone in this?"
"174","Mum has an online boutique and currently in stock is this awesome #Dumbo<U+2060> <U+2060><U+2060> <U+2060> duvet set, if anyone’s interested, #PM me via here or @TreatsTeddy  #ShopWithLollipop #LollipopTheTeddy #LollipopTheBear #BloggingLife #DisneyDumbo<U+2060> <U+2060> @Dumbo #BloggingBoutique #ShoppingBlog <U+0001F36D><U+0001F43B>"
"175","Mum has an online boutique and currently in stock is this awesome #Dumbo duvet set, if anyone’s interested, #PM me via here or @TreatsTeddy for more info #ShopWithLollipop #LollipiopTheTeddy #LollipopTheBear #BloggingLife #DumboMovie @Dumbo #BloggingBoutique #ShoppingBlog <U+0001F36D><U+0001F43B>"
"176","Mum has an online boutique and currently in stock is this awesome #Dumbo<U+2060> <U+2060> duvet set, if anyone’s interested, #PM me via here or @TreatsTeddy  #ShopWithLollipop #LollipiopTheTeddy #LollipopTheBear #BloggingLife #DisneyDumbo @Dumbo #BloggingBoutique #ShoppingBlog <U+0001F36D>"
"177","Mum has an online boutique and currently in stock is this awesome #Dumbo<U+2060> <U+2060><U+2060> <U+2060> duvet set, if anyone’s interested, #PM me via here or @TreatsTeddy  #ShopWithLollipop #LollipiopTheTeddy #LollipopTheBear #BloggingLife #DisneyDumbo<U+2060> <U+2060> @Dumbo #BloggingBoutique #ShoppingBlog <U+0001F36D><U+0001F43B>"
"178","Me after watching a cooking show:
“I want food”
Me after getting paid:
“I want a new closet”
Me after going to look at puppies:
“I want a puppy”
Me after watching Dumbo:
“I want a baby elephant with blue eyes that can fly”"
"179","I know people have been disappointed by the new #Dumbo movie but i love it. I've seen it twice. When i read reviews i think nah sod it i'll have my own opinion. I love love it. #Disney"
"180","the pink elephants scene in dumbo.... a nightmare literally a nightmare"
"181","Weird that a sad-as-fuck looking 'Dumbo' didn't land with audiences. Thought that one had real potential for the no-one on that target demographic."
"182","Just last night, @mousterpiece was addressing this issue while we recorded our DUMBO podcast. It's laziness masquerading as progressivism."
"183","Ngl I forgot how HEARTWRENCHING Dumbo was. Can’t believe my mum used to let me watch it as a child. Heartbroken <U+0001F494>"
"184","@BigJoeGun @UnplannedMovie @Dumbo @UsMovie @FiveFeetApart @Twitter @PPFA Wow! That’s incredible!"
"185","""Dumbo"" is a film which leans very hard on the baby elephant's charm in order to work.

Unfortunately, the baby elephant has no charm."
"186","I'm not always aware of it, but today I noticed that Depression is making a ""logical"" jump from:
1. ""I don't really care about this Dumbo movie.""
to
2. ""I am a failure who is completely disconnected from society and deserve to fade into obscurity"""
"187","Drumroll, please! Get your tickets to see #Dumbo, now playing in theaters."
"188","@powmecha and FUCK dumbo"
"189","I absolutely refuse to see it"
"190","#Dumbo is “a sight to behold.” Be the first to see the film in theaters tonight!"
"191","@LASniper007 @akinlaby98 Na this kind person dem suppose shoot gan gan maybe Dumbo's go dey reduce"
"192","This is a GREAT piece. As isolated instances, it’s easy to find each case of a young female protagonist in a Disney property being interested in science refreshing, until you put them all together and you realize it’s become all they write."
"193","Because anything else is too risky and would be deemed sexist."
"194","milly's initial disinterest in ""showing off"" and eventual discovery of filmmaking were on to something, but the middle is such a ticked box mess that nobody seemed happy about"
"195","@CO_MtnMom @DisneylandToday Have you seen the live action Dumbo yet?"
"196","@MovieNews_TT Dumbo is CREEPY ...Violent ... scenes of Animal abuse ... WHY are we exposing our children to this crap?"
"197","Tim Burton’s remake of #Dumbo was amazing <U+0001F3AA> <U+0001F418> so beautifully made &amp; baby Dumbo is the cutest little elephant ever <U+0001F97A> @paul_mckinty"
"198","someone bring me on a cute date to see dumbo pls xxxx"
"199","@jungooIuvrs @vminroyal It's in the replies dumbo"
"200","The writing for dumbo is quite terrible"
"201","@Dumbo is just another story of a dumb elephant. Pun not intended."
"202","are people really mad at the new dumbo movie? a movie directed by tim burton for ""scaring"" kids? look i get ya'll want to take your kids to enjoy a movie but do you not know who tim is? have not seen any movie by him? idgi..."
"203","Excited as FUCK to see Dumbo"
"204","Give it to Karen to write up something I've wondered about for a couple of years in the most eloquent way <U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD>"
"205","@BearRamblesOn @HillaryMonahan @Pocket_Cindy My dad the same. Also 4 in 1941. It was the war. Kids were evacuated. Separated from their mothers. Their fathers were away, many died. The fear of that, even if it didn’t happen to them, was very real. And Disney made Dumbo for them. <U+0001F928>"
"206","Treat my mum to go see dumbo and both end up sobbing in the cinema just wow <U+0001F622><U+2764><U+FE0F>"
"207","I'm here at the movies to watch Dumbo and I feel like Disney is jerking them shelf off. 9 trailers and 6 are Disney properties. Like WTH"
"208","Anticipated products... The AirRover wireless charging mat... C.) “Dumbo” fails to soar at box office while faith based film does... “Unplanned” got $16.1 million this weekend... “Dumbo” got estimated $45 million, down from $4,259, loc. Eg: $170"
"209","I saw the movie today. It’s powerful!! Everyone should see it!!!!!"
"210","irene went to see dumbo, how cute is that"
"211","I watched Dumbo just to see Colin Farrell (I spelled his name wrong last time <U+0001F602>). The cartoon is sad and depressing so I better just see the actor huhu."
"212","@DeannaNMc I just don’t get when the Disney executives were making an inventory of their classic movies to remake to make a billion dollars, they thought a Dumbo remake was a slam duck. #facepalm"
"213","yesssss this is SO GOOD. ""Science amounts to little more than a costume for Clara, Belle, and Milly. Their single interest doesn’t inform their growth."""
"214","Some dumbass tried to call me out for missing something in a PowerPoint presentation when it was literally the last slide I can’t deal right now like criticise me after you looked at the presentation you dumbo don’t message at 4am saying it’s wrong fuck off"
"215","Me: Elephants carry their young for two years.

Ex: Saying I'm fat???

Me: No, Dumbo."
"216","@DisneyStudios Just got done watching @TimWBurton @Disney @Dumbo movie it was really awesome movie and worth  seeing in theaters if you enjoy dumbo I give it 8/10."
"217","@DisneyStudios Just saw it Saturday  @TimWBurton @Disney @Dumbo movie it was really awesome movie and worth  seeing in theaters if you enjoy dumbo I give it 8/10."
"218","Need to see Dumbo <U+0001F418>"
"219","Wow. Was NOT emotionally ready for Dumbo."
"220","Just saw #Dumbo and I legit got emotional every time Dumbo flew, what a cute movie<U+0001F62D><U+0001F49C><U+0001F49C><U+0001F418><U+0001F418>"
"221","but not here for this culture of being outraged at a movie directed by someone who clearly you could tell you might want to see the movie first. it's also worth noting dumbo is not one of the happier tales. and most everything disney is based on grimm tales."
"222","Godbless anyone emotionally stable enough to watch Dumbo in theaters"
"223","In that upcoming podcast, I may have likened Disney's surface-level science-loving characters to that scene in They Came Together where the leads say, ""_You_ like fiction books? I LOVE fiction books!"""
"224","It's a well-intentioned choice on Disney's part, but also making for awfully lazy writing. (This piece by @karenyhan is, please note, very much worth your time.)"
"225","@GraceRandolph Grace I saw Dumbo this weekend and I think it’s the first movie I’ve ever wanted to walk out of...<U+0001F61E><U+0001F61E>"
"226","I would NOT recommended Dumbo the movie if you’re sensitive or feel even the smallest bit unstable! To say I balled my eyes out wtf didn’t realise it was such a sad film <U+0001F62D><U+0001F62D>"
"227","@MetaAlex @epartida03 @djxtothaz @MikeCstnda @fuckidunno @_rdvr I'm comparing a gorilla to Xavier as he compared me to dumbo. I think that makes sense."
"228","seeing dumbo and we’re sad"
"229","I didn’t until just now omfg <U+0001F631><U+0001F631>"
"230","Obviously Aladdin and The Lion King are going to easily outperform Dumbo while being more or less carbon copies. Which sends a not great message to Disney that more original/sweet films such as Dumbo and Pete's Dragon don't do well but the identical remakes make bank"
"231","Even though I liked the movie I wouldnt be sad if a flop made them at least reconsider the amount of them coming out"
"232","@ewgmetcalf took all 576 of its students to see @Dumbo today.  No, this wasn’t an April Fool’s joke.  We really did this.  Really."
"233",".@DrewMcWeeny The Dreamland in the new Dumbo movie looks like the theme park that should have been in Batman89."
"234","Dumbo is a triumph of filmmaking, with standout performances from Colin Farrell, and both child actors. Tim Burton really took this children’s classic and made it into something special.

April fools it’s actually mediocre.

Good score though"
"235","I need to see Dumbo <U+0001F60D><U+0001F60D>"
"236","@RiseFallNick I actually think Dumbo looks cute in the 2019 remake. But I also find him cute in the original animated version as well."
"237","@considercinema I refuse to accept this review! Once the flu is outta this house, I’m heading straight to the theatre! I LOVE Dumbo!"
"238","I really want to go see Dumbo"
"239","A movie date to see Dumbo would be cool"
"240","So who wants to go see the new Dumbo with me?"
"241","@JaydenSapp2 I saw Dumbo Thursday in AMC Dolby and my theater was pretty packed too lol And when I went to the movies Saturday, there were tons of people pouring out of the theaters showing Dumbo when it finished lol"
